epoch,acc,dice_coef,f1score,loss,precision,recall,val_acc,val_dice_coef,val_f1score,val_loss,val_precision,val_recall
0,0.8947165025138563,0.07490458247604086,0.17087489884677606,-0.07490458247604086,0.12614421313699867,0.44406055809949935,0.8308682926568781,0.08254192329783687,0.2938775908691803,-0.08254192329783687,0.17755270314143703,0.8623329040107377
1,0.8426795924969508,0.08587919201867321,0.3005246210609424,-0.08587919201867321,0.1832138082243582,0.8618013755650834,0.8784737133104866,0.10662793147090013,0.3437879158451652,-0.10662793147090013,0.2219190808975733,0.7751937497646437
2,0.9127860237226735,0.21022173420028337,0.35793975068635636,-0.21022173420028337,0.27287902145619414,0.598355533883181,0.9359204280631622,0.3559565954252121,0.41834216280085595,-0.3559565954252121,0.3441992991743467,0.5362046326336876
3,0.9454509541962814,0.40125622254600934,0.43997474112883095,-0.40125622254600934,0.40398211131417183,0.5204681006544034,0.9335730925247939,0.4390984554903223,0.4650476833731392,-0.4390984561282925,0.355811815196221,0.6735846874181648
4,0.9567370101649765,0.4911659106178634,0.5205611665069966,-0.4911659106178634,0.4915434580301983,0.5642681874871072,0.9645100265103378,0.540573725824327,0.5653860087788433,-0.540573725824327,0.6219129529568034,0.521088731671692
5,0.9653997026030174,0.5722769915053527,0.5982236016946766,-0.5722769915053527,0.595090169727711,0.6130215813609762,0.9672264227079689,0.6210551176231571,0.6462206660060708,-0.6210551176231571,0.6268599915577366,0.6679346740063542
6,0.9686183955914028,0.6217758430091017,0.6414124094873986,-0.6217758430091017,0.6409262039942544,0.6563085245501941,0.9688527846555097,0.6532909673288327,0.6715647301178095,-0.6532909673288327,0.6404567400978975,0.7070723225217347
7,0.9717891711005756,0.655532376050584,0.6724797265452959,-0.6555323748639678,0.6748292100192211,0.6751431668516688,0.9709151596833442,0.6773677967739397,0.6918913043967081,-0.6773677967739397,0.6677368429093551,0.7189579635220565
8,0.9726467787032835,0.6715427832435503,0.6852659543842123,-0.6715427844301665,0.6895377541939296,0.6909671785455386,0.9741992423658342,0.6672055229134516,0.6777171563664708,-0.6672055229134516,0.8018290969209934,0.588074642037033
9,0.9731869041280761,0.6809554276203489,0.6923180602228477,-0.680955428806965,0.7012701155945864,0.6991193076370321,0.9745150481889008,0.7073965843664397,0.7186521470364445,-0.7073965843664397,0.7335145473480225,0.7056235465070159
10,0.9745218311115574,0.6967852477092655,0.7076629591937452,-0.6967852477092655,0.7152756582175426,0.7111238103365642,0.9729434414011987,0.7132106164544365,0.722797283156567,-0.7132106164544365,0.6817481661790737,0.7703257837426771
11,0.9752816044900903,0.7112689569569657,0.7209464190199766,-0.7112689569569657,0.7218254459579725,0.7270152880988479,0.9763004442602852,0.7194338807272255,0.7276217407042828,-0.7194338807272255,0.7828349064614065,0.6806796557677266
12,0.9759423074641965,0.7187773493128568,0.727734991730081,-0.7187773481262406,0.732076909695431,0.7311688626889613,0.9763156201132211,0.7316613386894949,0.7390106597442511,-0.7316613386894949,0.7597627825693253,0.7203055051488614
13,0.9771990254863663,0.7305614273727031,0.7393459731550348,-0.7305614273727031,0.7464372506550588,0.734655758231924,0.976613018855407,0.7428346637192123,0.7514164274621082,-0.7428346624432718,0.7467069434463431,0.7570441208483611
14,0.977489650158203,0.7370300055645509,0.7452432681188832,-0.7370300055645509,0.7478808487721278,0.7475881259802837,0.9774930272991869,0.744677939910772,0.7520732535134762,-0.744677939910772,0.7780608111929821,0.7285756168015506
15,0.9781474250199054,0.7464434467997705,0.7541468032103767,-0.7464434456131542,0.7574391380568558,0.7544265610335614,0.978014651788484,0.7477216222964296,0.753076707733516,-0.7477216222964296,0.7979684375477128,0.7137678664758664
16,0.9785150064078444,0.751442476856033,0.7585613518542572,-0.751442476856033,0.7623089954462388,0.7580827098528057,0.9786413040365284,0.7609292173968907,0.7678191025687284,-0.7609292173968907,0.7902420826643615,0.7473185208230209
17,0.9789005955182027,0.7579559189072064,0.7648361627394719,-0.7579559189072064,0.7682456304796987,0.7665173204167879,0.9787744582610758,0.7675731346147869,0.7737669095351426,-0.7675731346147869,0.7809401170923076,0.7673319213616374
18,0.9797236735933955,0.7679114618308693,0.7743735134510314,-0.7679114606442532,0.778558096421988,0.771928957647788,0.9794389350334074,0.7710578237469408,0.7772782824090497,-0.7710578224710004,0.8007827503236427,0.7556083594258043
19,0.9795859112856399,0.7686605042739447,0.7749348969225861,-0.7686605042739447,0.7796571445501599,0.7780917387278851,0.977688876496178,0.7716198226362923,0.777129464557776,-0.7716198226362923,0.732671173705238,0.8278149986121268
20,0.9802553921162078,0.7759768530201583,0.7814629223956449,-0.7759768530201583,0.7875495908088742,0.7806627981330497,0.978516614582925,0.7788316499931732,0.7844130954611193,-0.7788316499931732,0.7471435206745742,0.8260967802563939
21,0.9805693209262574,0.7819835958035397,0.7875684683209722,-0.7819835958035397,0.7908144461798267,0.7895030590147921,0.9796770978775957,0.7869122704599246,0.7923436476549971,-0.7869122704599246,0.7730830926049376,0.8130495508147306
22,0.9812992527327895,0.7892417623839736,0.7944510214909295,-0.7892417635705898,0.7987708133541241,0.7926169853845745,0.9809503114187025,0.7922754723362238,0.7967422393119299,-0.7922754723362238,0.8192595546034134,0.7758882984473435
23,0.9815768559347798,0.7922884957896258,0.7974746983047649,-0.7922884957896258,0.8029176025076629,0.7956441482942649,0.9813835907055333,0.7937496528712982,0.7982274470708421,-0.7937496528712982,0.8398611815333001,0.7609374535922245
24,0.9816546812539444,0.7935785012259783,0.7981103089100369,-0.7935785012259783,0.8035309638765286,0.7979860918262651,0.9805566052413497,0.7993471400088855,0.8039021944051853,-0.7993471400088855,0.7796822463700531,0.8301218804598584
25,0.9824374518934837,0.804711251948913,0.8096744078589435,-0.8047112531355293,0.8148662846814984,0.8063240645490416,0.9817153353938998,0.7909696545075933,0.794415905934955,-0.7909696545075933,0.8752426273596761,0.7276571728403051
26,0.9824087255581597,0.8045664789300601,0.8092935704162622,-0.8045664777434438,0.8164418472995437,0.8071230118709173,0.9816645657250641,0.8083190766678673,0.812573589498479,-0.8083190766678673,0.8076767699069568,0.8178030595137803
27,0.9828096474841762,0.8090215246856304,0.8141266532002693,-0.8090215246856304,0.8176963010754373,0.8136390564452635,0.9813507388855703,0.808857242266337,0.8138944732668932,-0.808857242266337,0.7879552487568753,0.841892978649256
28,0.9833237926773783,0.814517354161962,0.819726031644421,-0.814517354161962,0.8249411268037092,0.8171187484976343,0.9817994570513384,0.8137256384624982,0.8191424415016758,-0.8137256371865579,0.7946631377990093,0.8455242374256846
29,0.9837432761104695,0.8202104816758067,0.825242516092648,-0.8202104816758067,0.8286765835734275,0.8232051007232841,0.9829021861793799,0.820463850957538,0.8253109626449212,-0.820463850957538,0.8323739479076607,0.818684715196627
